id,sentence,e1_pos,e2_pos,relation,label
2077,470000 mullet fingerlings have been released into the lake,2,8,"Entity-Destination(e1,e2)",7
2078,"the exception is the player who drew the ace , who may stop whenever they want",4,8,Other,0
2079,"the idea of intensification was put forward by a number of archaeologists , but the most prominent in developing the idea was harry lourandos",1,11,"Product-Producer(e1,e2)",3
2080,"the deputy called for backup , and placed the suspect in a patrol car",9,12,"Entity-Destination(e1,e2)",7
2081,we put the soured cream in the butter churn and started stirring it,4,8,"Entity-Destination(e1,e2)",7
2082,he placed his index finger on the knife blade and his three remaining fingers on the knife handle,7,8,"Component-Whole(e2,e1)",12
2083,this delightful tale humorously makes the point that the greatest risk in life may be in not taking one,2,10,"Message-Topic(e1,e2)",1
2084,"the boost voltage is derived from a separate , external low voltage source so as to meet the \( vboost vsw \) voltage requirement",2,11,"Entity-Origin(e1,e2)",13
2085,"yet he afterwards fell away and became the head of a sect of vile heretics , of gross practices , called from his name the sect of the nicolaitans , rev ii 6 , and 15",11,14,"Member-Collection(e2,e1)",16
2086,the infant was born in a condition of shock and died in ten minutes,1,6,Other,0
2087,"brickwork is masonry produced by a bricklayer , using bricks and mortar to build up brick structures such as walls",0,6,"Product-Producer(e1,e2)",3
2088,this point has been discussed in several legal battles over the years,1,7,"Message-Topic(e2,e1)",2
2089,"a shortage of folate cause megaloblastic anemia , where red blood cells are large and pale",1,6,"Cause-Effect(e1,e2)",9
2090,it was an artificial and unworkable creation of intellectuals supported by the great powers,6,8,"Product-Producer(e1,e2)",3
2091,"in past 10 years , web technologies have been arriving into the enterprise",6,12,"Entity-Destination(e1,e2)",7
2092,"once we had 6 hour delay because they deiced our plane too far from runway , so each time we got to the runway our plane had iced up again",10,14,"Entity-Origin(e1,e2)",13
2093,there are drain openings on both sides of the street in the curbs of the sidewalks,12,15,Other,0
2094,rains and melting snow lead to genesee county 's biggest sewage spill of the year,3,11,"Cause-Effect(e1,e2)",9
2095,sometimes their way led them under the shade of an overhanging bank or through the thin obscurity of a clump of leafless trees,19,22,"Member-Collection(e2,e1)",16
2096,the wind pried with its stiff fingers at the very foundations,1,6,"Component-Whole(e2,e1)",12
2097,a stereo buss outputs the stereo buss signal a record buss outputs the record buss signal,2,7,"Cause-Effect(e1,e2)",9
2098,he released the brake cable by detaching the retaining clip from the cable housing,3,4,"Component-Whole(e2,e1)",12
2099,the rudders in dinghy boats are either fixed or have a lifting blade,1,4,"Component-Whole(e1,e2)",11
2100,"marital breakdown is often attributed to unresolved grief from infertility , miscarriage , and the loss of a child",7,11,"Cause-Effect(e2,e1)",10
2101,"a highway shield is a sign denoting the route number of a highway , usually in the form of a symbolic shape with the route number",5,8,Other,0
2102,"i have enjoyed my interaction with the 2004 cohort of gutenberg authors , and learned much from the books that have appeared in the series as a whole",8,11,"Member-Collection(e2,e1)",16
2103,the parties resolved the suit through a 3 year consent decree providing a total of 225000 to charging party and two other female claimants,1,9,"Product-Producer(e2,e1)",4
2104,"in addition , a brief biography establishing her credentials was included at the end of the report",5,8,"Cause-Effect(e1,e2)",9
2105,"leave the comfort food on the shelves in the supermarket , buy extra fruit and veg , that way you gorge on healthy stuff , it does work trust me , i do it often",6,9,"Component-Whole(e1,e2)",11
2106,iraq reiterated on friday that its dossier provided a full and honest account of its weapons programmes,6,12,"Component-Whole(e2,e1)",12
2107,"a pod of ringed seals burst out of the water , then dove , leaving in their place a piece of green ice shaped like a harpoon",1,4,"Member-Collection(e2,e1)",16
2108,sean patrick flannery and rod taylor star in this horrific tale of a small town overrun by a conspiracy of flesh eating ravens,18,22,"Member-Collection(e2,e1)",16
2109,four deployed holloman airmen ran into their former holloman command chief recently,3,10,"Entity-Destination(e1,e2)",7
2110,the defendants took advantage of astor 's diminished mental capacity to carry them out,1,9,Other,0
2111,"the babble was adjusted three times by the participant , using an attenuator with a continuously variable unmarked knob",8,12,"Instrument-Agency(e2,e1)",6
2112,the panel considers the impact of the exhibition,1,4,"Message-Topic(e1,e2)",1
2113,at the heart of the discussion was the financial and artistic crisis that photojournalism is currently going through,5,11,"Message-Topic(e1,e2)",1
2114,the man has journeyed into deeper level studies with sound masters,1,7,Other,0
2115,the painting was in a crate from which it had not been unpacked since its return from an exhibition in oklahoma city a year ago,1,5,"Content-Container(e1,e2)",17
2116,we think that 's a case where the builder has targeted the market with the right product and has priced it well,8,16,"Product-Producer(e2,e1)",4
2117,"in addition , soil and river systems have been contaminated by the harsh chemicals used in cocaine production and the air has been polluted by the smoke caused by the burning of jungle and forest for coca bush cultivation",26,30,"Cause-Effect(e2,e1)",10
2118,the earliest writing is from 5000 years ago and helps us understand some of the changes,2,6,"Entity-Origin(e1,e2)",13
2119,he bought a gold bracelet for 200,3,4,Other,0
2120,the note was tucked inside a quart size plastic ziplock bag,1,9,"Content-Container(e1,e2)",17
2121,most people buy pre made candle wicks when making homemade candles,4,5,Other,0
2122,cylindrical defects in the trochanter area of 18 rabbit femora were filled with bg granules,1,14,"Content-Container(e2,e1)",18
2123,"this panel once decorated the cover of a gospel book \( now in the hessisches landesmuseum , darmstadt \) written and illuminated by a scribe named liuthard",9,24,"Product-Producer(e1,e2)",3
2124,the removal duplicate songs is done with the user friendly start up wizard,1,10,Other,0
2125,"the recession caused by the stock bubble was relatively mild , but so was the recovery",1,5,"Cause-Effect(e2,e1)",10
2126,the oil was contained in a massive tank in the basement storage room,1,7,"Content-Container(e1,e2)",17
2127,"in philosophy , the brain in a vat is an element used in a variety of thought experiments intended to draw out certain features of our ideas of knowledge",4,7,"Content-Container(e1,e2)",17
2128,my mother bakes the puddings in a lidded dish which results in no skin and little caramelisation,1,8,"Instrument-Agency(e2,e1)",6
2129,citizenship was finally awarded to the immigrant,0,6,"Entity-Destination(e1,e2)",7
2130,show 1 in the series is a documentary detailing the first stages of the celebrity students ' conductor training as they enter into a week long 'baton camp ',7,11,"Message-Topic(e1,e2)",1
2131,"i thought sometimes i saw the flash of distant spires , the sunny gleam of upland pastures , the soft undulation of purple hills",20,23,Other,0
2132,three poor seal pups rescued from the yorkshire coast were released back into the wild at seal sands on teesside,3,14,"Entity-Destination(e1,e2)",7
2133,"science and faith collide when a bottle full of flowing green goo is determined to not be dormitory food , but something altogether more sinister",6,11,"Content-Container(e2,e1)",18
2134,"in the senate , the sizzle comes from an issue ad bill from dem sen jon erpenbach",5,11,"Cause-Effect(e2,e1)",10
2135,"as you see , it very easily pulls away and the strings of the spaghetti squash come out relatively easy here",11,15,"Component-Whole(e1,e2)",11
2136,"air circulates through the arm of the machine , creating a gentle vacuum that can attract a page and guide it from the right side of the book to the left",4,7,"Component-Whole(e1,e2)",11
2137,the evidence comes from nasa 's mars reconnaissance orbiter which spied a series of depressions linked by what look like drainage channels,1,8,"Entity-Origin(e1,e2)",13
2138,to that end the rig of the ship and the style of operation have the simplicity,4,7,"Component-Whole(e1,e2)",11
2139,"cali , colombia , for their series of articles on the emergency caused by a landslide on the highway leading to the coast",11,15,"Cause-Effect(e2,e1)",10
2140,the financial losses caused by the earthquake were estimated at 7 million,2,6,"Cause-Effect(e2,e1)",10
2141,the tiger is moving into a new territory,1,7,"Entity-Destination(e1,e2)",7
2142,the government research grant was given to a top school to boost its research activities,3,9,"Entity-Destination(e1,e2)",7
2143,the position of the oecd has been criticized in literature,1,9,"Message-Topic(e2,e1)",2
2144,the december 26th tsunami disaster is an example of a tsunami which was triggered by an earthquake,3,4,"Cause-Effect(e1,e2)",9
2145,"the violence resulted in the death of police `` capo '' filippo raciti , which caused widespread soul searching and a week long suspension of italian football",1,5,"Cause-Effect(e1,e2)",9
2146,there 's a crowd of reasons we get the flu in winter,3,5,"Member-Collection(e2,e1)",16
2147,a train ran into a cattle on the railroad,1,5,"Entity-Destination(e1,e2)",7
2148,"the engineer 's scale came into existence when machining parts required a greater precision than the usual , binary fractionalization of the inch",1,3,"Instrument-Agency(e2,e1)",6
2149,"discomfort from braces is similar to that of working out at the gym the first few days you know you ' done something different , but then the body adapts and the discomfort disappears",0,2,"Cause-Effect(e2,e1)",10
